KD-Nr.;Firma;Land;PLZ;Ort;UmsatzKL;Verk.;SP;SP2;Bl;Umsatz AJ;Umsatz VJ;Umsatz VVJ;l Besuch;UK;PN1;PN2;NKEB;WV;WV u;QB;VP
385;zylgyyyphrtm;D;4357;Brüel;;44;;;;;;;03.02.2011;;;;;;;;
386;gyrnceth;D;1587;Berlin;;44;;;;;;;22.06.2009;;;;;;;;
387;mfvxn;D;1561;Stuttgart;;44;;;;;;;31.08.2011;;;;;;;;
388;jhquoqetnbewvrhmt;D;6295;Beckingen;;44;;;;;;;05.11.2010;;;;;;;;
389;vghdzmcbjktj;JM;;Radebeul;;7.001;;;;;;;;;;;;;;;
390;kxlnctiiqqlewb;D;40723;Heidelberg;;1.001;;;;;;;;;;;;;;;
391;bvgemqypz;D;26789;Böblingen;;15;;;;;;;16.11.2011;;;;;;;;
392;tbqwcwtg;CY;3080;München;;7.001;;;;;;;;;;;;;;;
393;mqunqooeclqahevyww;D;6108;Goslar;;44;;;;;;;30.06.2009;;;;;;;;
394;yhxqqls;D;6184;Oberviechtach;;44;;;;;;;30.06.2009;;;;;;;;
395;pllvfnurcbwvj;D;45357;Burghausen;;16;;;;;;;17.05.2010;;;;;;;;
396;xxtqeeffuatorsg;D;45128;Rheinau;;16;;;;;;;05.11.2011;;;;;;;;
397;gpk;D;45134;Roth-Eckersmühlen;;16;;;;;;;11.09.2013;;;;;;;;
398;knuyfpehzbheauujo;D;21684;Finning;;15;;;;;;;17.08.2009;;;;;;;;
399;memukarowixibodla;D;;Nürnberg;;9;;;;;;;22.08.2013;;;;;;;;
400;zylqi;D;6108;Nettetal;;44;;;;;;;21.08.2009;;;;;;;;
401;kaivdaad;D;6108;Moormerland ;;44;;;;;;;21.08.2009;;;;;;;;
402;tfbzdwypytmvey;D;6114;München;;44;;;;;;;21.08.2009;;;;;;;;
403;lgaf;D;6114;Berlin;;44;;;;;;;15.10.2014;;;;;;;;
404;enoojbyge;D;22259;Friedrichshafen;;5;;;;;;;18.08.2009;;;;;;;;
405;kzbaoyljpvo;GR;15344;Merseburg;;7.001;;;;;;;;;;;;;;;
406;kbpbijlaizpirwu;D;51519;Stuttgart;;16;;;;;;;11.05.2012;;;;;;;;
408;mj;D;;Naumburg;;12;;;;;;;03.09.2009;;;;;;;;
409;fvsbclbq;D;;Tuttlingen;;12;;;;;;;;;;;;;;;
410;kayqcmformquoxihzi;D;53902;Sulzberg;;14;;;;;;;;;;;;;;;
412;tpgthsnkylhvgmzyw;D;53340;Gotha;;1.001;;;;;;;01.12.2009;;;;;;;;
413;aynolgezmqpo;D;53359;Augsburg;;1.001;;;;;;;;;;;;;;;
414;q;D;63913;Manching;;1.001;;;;;;;;;;;;;;;
415;cosqp;D;53840;Böhlitz-Ehrenberg;;1.001;;;;;;;;;;;;;;;
416;b;D;27239;Nagold;;1.001;;;;;;;;;;;;;;;
417;jztdc;D;86152;Castrop-Rauxel;;1.001;;;;;;;;;;;;;;;
418;twxzgqwcithtjrlv;D;63454;Neukirch;;1.001;;;;;;;;;;;;;;;
419;hwwfhconatqkmbqcir;;;München;;;;;;;;;;;;;;;;;
420;fyptuoxpkg;A;3541;Herzebrock-Clarholz;;1.001;;;;;;;;;;;;;;;
421;fjhj;D;64823;Rendsburg;;1.001;;;;;;;;;;;;;;;
422;x;NL;1442;Görisried;;7.001;;;;;;;;;;;;;;;
423;yke;D;42855;Frankfurt;;16;;;;;;;26.01.2012;;;;;;;;
425;pvhwlkckriegjskc;D;26844;Aschaffenburg;;15;;;;;;;10.09.2009;;;;;;;;
426;ryx;D;31655;Perl-Besch;;1.001;;;;;;;;;;;;;;;
427;yuq;D;1324;Hundsangen;;1.001;;;;;;;10.09.2010;;;;;;;;
428;zvgreetfcllclv;D;2977;Maisach;;1.001;;;;;;;;;;;;;;;
429;xilr;D;10623;Hamburg;;1.001;;;;;;;;;;;;;;;
431;uscgtmliduhsxnog;D;44139;Burgwald;;1.001;;;;;;;;;;;;;;;
432;makzrqogbansybrc;D;47807;Bremerhaven;;1.001;;;;;;;;;;;;;;;
433;ftza;D;3042;Karlsruhe;;1.001;;;;;;;;;;;;;;;
435;djzj;D;1159;LN Tilburg;;1.001;;;;;;;18.12.2013;;;;;;;;
436;mcumdwiubl;D;6114;Krefeld;;1.001;;;;;;;;;;;;;;;
437;upsst;D;53757;Miami, FL;;1.001;;;;;;;;;;;;;;;
438;iazizuf;D;12103;Dortmund;;1.001;;;;;;;;;;;;;;;
439;iylfcaehduftrdwg;D;53562;Obernburg;;1.001;;;;;;;;;;;;;;;
440;acryqcwnovxx;D;53545;Höhr-Grenzhausen;;1.001;;;;;;;;;;;;;;;
441;kuvikmpmppavurff;D;53111;Baumholder;;1.001;;;;;;;;;;;;;;;
442;ezxubbeqpzrlmigvr;;53115;Neuss;;1.001;;;;;;;;;;;;;;;
443;fndnnegrdlxqgdzav;D;53123;Kirchhain;;1.001;;;;;;;;;;;;;;;
444;rkpfyawlcuanvpg;D;53123;Bochum;;1.001;;;;;;;;;;;;;;;
445;xddxlqibioge;D;53347;Taufkirchen;;1.001;;;;;;;;;;;;;;;
446;nbogmkqjdclbcpf;D;53123;Gemünden-Felda;;1.001;;;;;;;;;;;;;;;
448;vxuxreivnghweox;D;40470;Langenau;;1.001;;;;;;;;;;;;;;;
449;yneyrsdu;D;40549;Berlin;;1.001;;;;;;;;;;;;;;;
450;r;NL;6971;Dorsten;;1.001;;;;;;;;;;;;;;;
451;vy;D;87544;Bad Orb;;1.001;;;;;;;;;;;;;;;
452;jsralfwsbcb;D;90518;Duisburg;;1.001;;;;;;;;;;;;;;;
453;snxpigiytamixa;D;14712;Kirchseeon;;1.001;;;;;;;;;;;;;;;
454;tziyuurdhxcgwrb;D;26871;Berlin;;15;;;;;;;08.09.2011;;;;;;;;
455;htuixzsozztabc;D;26810;Radolfzell;;15;;;;;;;16.09.2009;;;;;;;;
456;uangjhhbfbelb;D;26871;Nienberge;;15;;;;;;;29.03.2011;;;;;;;;
457;jcruzxpploysr;D;45127;Baiersbronn;;16;;;;;;;31.01.2013;;;;;;;;
458;o;D;42369;Köln;;16;;;;;;;21.10.2014;;;;;;;;
459;wbdlacnz;D;;Berlin;;9;;;;;;;14.09.2009;;;;;;;;
460;vfkbydaurzbtinkmll;D;48143;;;1.001;;;;;;;12.10.2009;;;;;;;;
461;edalaptvkaibssmpq;D;49504;Vachendorf;;1.001;;;;;;;23.11.2009;;;;;;;;
463;jefiw;D;25712;Detmold;;1.001;;;;;;;;;;;;;;;
464;trkjjoi;D;55425;Friedberg;;1.001;;;;;;;;;;;;;;;
465;na;D;55218;Seevetal;;1.001;;;;;;;;;;;;;;;
466;rjvkexoxov;D;55276;Freising;;1.001;;;;;;;29.06.2010;;;;;;;;
467;emhgttbnuu;D;55128;Trier;;1.001;;;;;;;;;;;;;;;
469;ssmihpkkq;D;65549;Stuttgart;;1.001;;;;;;;;;;;;;;;
471;y;D;40219;Friedrichsdorf;;1.001;;;;;;;;;;;;;;;
472;qzofecizvelubro;D;55321;Ulm;;1.001;;;;;;;;;;;;;;;
473;tsxpwwealdylxtcj;D;28215;Hausham;;15;;;;;;;26.08.2013;;;;;;;;
475;rauaf;D;65203;Stendal;;7;;;;;;;;;;;;;;;
476;cydeyznhsfupzize;D;65185;Saarbrücken;;7;;;;;;;27.05.2013;;;;;;;;
477;s;D;55578;Hamm;;1.001;;;;;;;;;;;;;;;
478;crshrmazbg;D;;Mainz;;5;;;;;;;26.04.2010;;;;;;;;
479;cbusjzwsmg;D;22869;Cloppenburg;;1.001;;;;;;;23.03.2015;;;;;;;;
480;ekju;D;3050;Hamburg;;44;;;;;;;16.07.2009;;;;;;;;
481;jayuhuhgquobiuz;D;86650;München;;1.001;;;;;;;;;;;;;;;
482;qyt;D;13347;Hagen;;1.001;;;;;;;;;;;;;;;
483;ojjsvehvwsepqvy;D;54634;München;;1.001;;;;;;;10.10.2013;;;;;;;;
484;lqa;D;3096;Erfurt;;44;;;;;;;10.08.2009;;;;;;;;
485;rnuypqbmugbokhe;D;3096;Bremerhaven;;44;;;;;;;10.08.2009;;;;;;;;
486;tgfmlmlvr;D;3046;Glückstadt;;44;;;;;;;10.08.2009;;;;;;;;
487;rwxbzwevnrdlcqfnuk;D;3048;Oldenburg;;44;;;;;;;10.08.2009;;;;;;;;
488;suqrt;D;3050;Datteln;;44;;;;;;;10.08.2009;;;;;;;;
490;epwep;D;6114;Wiesenbronn;;44;;;;;;;06.03.2015;;;;;;;;
491;mcxutgejyt;D;6844;München;;44;;;;;;;01.02.2013;;;;;;;;
492;oa;D;6779;Sontheim;;44;;;;;;;31.08.2009;;;;;;;;
493;fteaulhfienahvuyr;D;9468;Bamberg;;44;;;;;;;01.09.2009;;;;;;;;
494;waxmttabtuerilxbel;D;83454;Obernzenn;;1.001;;;;;;;02.02.2015;;;;;;;;
496;nrdheul;D;;Asbach;;9;;;;;;;05.09.2014;;;;;;;;
497;dpfs;D;65428;Achim;;7;;;;;;;10.01.2012;;;;;;;;
498;gmwvcuyroalosmaj;D;25524;Bad Neustadt;;1.001;;;;;;;;;;;;;;;
501;wuubbujyhiopayr;D;21762;Wunstorf;;15;;;;;;;16.02.2011;;;;;;;;
502;siakpzjcgpqjpdtgyb;D;97877;Amorbach;;1.001;;;;;;;;;;;;;;;
503;hg;D;97250;Norderstedt;;1.001;;;;;;;;;;;;;;;
504;xoiqaxxkaknl;D;97070;Bernried;;1.001;;;;;;;;;;;;;;;
505;sfvzrqrddpemhzln;D;96106;Dresden;;1.001;;;;;;;;;;;;;;;
506;kwkvgamnqcjxlejd;D;97080;Baesweiler;;1.001;;;;;;;;;;;;;;;
507;w;D;97753;Jena;;1.001;;;;;;;;;;;;;;;
508;qlaiyuiavjedqddmrf;D;97074;St. Johann;;1.001;;;;;;;;;;;;;;;
509;kxw;D;97070;Süßen;;1.001;;;;;;;;;;;;;;;
510;avtzsxiycpgyyrjii;D;97072;Kempten;;1.001;;;;;;;;;;;;;;;
511;foztnljhtuvkiy;D;97261;Graz;;1.001;;;;;;;;;;;;;;;
512;rvz;D;19055;Hamburg;;1.001;;;;;;;;;;;;;;;
513;mljkzy;D;51371;Lorsch;;9;;;;;;;17.11.2010;;;;;;;;
514;baxoeqzkna;D;23569;Troisdorf;;1.001;;;;;;;;;;;;;;;
515;egrwibmwj;D;35428;Leverkusen;;7;;;;;;;20.10.2009;;;;;;;;
516;mehnfxr;D;89616;Stuttgart;;1.001;;;;;;;;;;;;;;;
517;knktpgzuxfoxsub;D;13400;Rottenburg;;1.001;;;;;;;;;;;;;;;
518;yazpqxrid;D;18435;Neubrandenburg;;98;;;;;;;14.09.2009;;;;;;;;
519;inxmxasjgnireie;D;17489;Dorsten;;98;;;;;;;10.12.2009;;;;;;;;
520;snvcrrfitlwk;D;18435;Köln;;98;;;;;;;15.09.2009;;;;;;;;
521;he;D;18586;Köln;;98;;;;;;;16.09.2009;;;;;;;;
522;rtgraasb;D;1462;Hamburg;;1.001;;;;;;;;;;;;;;;
523;j;D;1187;Vienenburg;;1.001;;;;;;;;;;;;;;;
525;kuczcin;D;1219;Freinsheim;;1.001;;;;;;;;;;;;;;;
526;bqcjiqwgcxtx;D;1219;Hamburg;;1.001;;;;;;;;;;;;;;;
527;iddacitgoh;D;1920;Bempflingen;;1.001;;;;;;;;;;;;;;;
528;ufu;D;8340;Oldenburg;;44;;;;;;;21.10.2009;;;;;;;;
529;rekwtjoskpilpt;D;6130;Priem am Chiemsee;;44;;;;;;;15.09.2009;;;;;;;;
530;iyjwsnalgdwmaoice;D;6128;Wiesbaden;;44;;;;;;;10.06.2014;;;;;;;;
531;nszaxec;D;;Offenbach;;5;;;;;;;02.02.2010;;;;;;;;
532;o;D;85094;Hamburg ;;1.001;;;;;;;;;;;;;;;
533;jpxasmombsnxf;D;37073;Mureck;;11;;;;;;;02.03.2015;;;;;;;;
534;imjieef;D;37085;Malente;;11;;;;;;;;;;;;;;;
535;ysburvprkurkoqag;D;37073;Siegen;;11;;;;;;;21.07.2010;;;;;;;;
536;rceqqrivn;D;6198;Lamspringe;;1.001;;;;;;;;;;;;;;;
538;xfo;D;50672;Köthen;;14;;;;;;;11.01.2010;;;;;;;;
539;tflaojj;D;10711;Berglen Oppelsbohm;;98;;;;;;;20.10.2009;;;;;;;;
541;npirnv;D;47546;Berlin;;1.001;;;;;;;;;;;;;;;
544;hdheqyrql;D;94327;Pappenheim;;1.001;;;;;;;;;;;;;;;
545;lcdwschnklsar;D;60313;Töging;;7;;;;;;;12.02.2013;;;;;;;;
546;vodkrvsxxydsmlifn;D;91792;Bochum;;1.001;;;;;;;;;;;;;;;
547;nzik;D;86152;Garding;;1.001;;;;;;;;;;;;;;;
549;lzpoe;D;27632;Lebach;;15;;;;;;;15.12.2009;;;;;;;;
550;byapkrynfdbcp;D;27624;Wiesbaden;;15;;;;;;;15.12.2009;;;;;;;;
553;soz;D;10315;Cottbus;;98;;;;;;;06.11.2009;;;;;;;;
555;akddssypbxcqqr;D;4769;Berlin;;1.001;;;;;;;;;;;;;;;
557;doocy;D;96049;Malchin;;1.001;;;;;;;;;;;;;;;
558;cnaknomnobgn;D;90491;Hamburg;;1.001;;;;;;;;;;;;;;;
560;tphymlxxww;D;;Mainz;;5;;;;;;;11.11.2009;;;;;;;;
561;zcexpafiw;GB;;Grünwald;;7.001;;;;;;;;;;;;;;;
562;vagboszntosgxy;D;35745;Thierhaupten;;7;;;;;;;16.11.2009;;;;;;;;
563;pbzj;D;50321;Hamburg;;1.001;;;;;;;;;;;;;;;
564;ugsv;D;93051;Frankfurt;;98;;;;;;;;;;;;;;;
565;ctvivn;D;91301;Emsdetten;;1.001;;;;;;;;;;;;;;;
566;gpyfugcyerlmbc;D;61231;Hollfeld;;1.001;;;;;;;;;;;;;;;
568;hjrsrnylqpax;D;26133;Zwönitz;;15;;;;;;;30.03.2015;;;;;;;;
569;tc;D;40215;Kiel;;1.001;;;;;;;;;;;;;;;
571;lsuurmwnvshuljwv;D;90766;Langenselbold;;1.001;;;;;;;;;;;;;;;
574;bynxnib;D;6110;Fürth;;44;;;;;;;12.03.2014;;;;;;;;
575;edls;KW;22073;Freiburg;;7.001;;;;;;;;;;;;;;;
576;edsnbar;D;60433;Eisenberg;;7;;;;;;;19.01.2010;;;;;;;;
577;ditmlglzxnuyasd;D;61231;Senftenberg;;7;;;;;;;20.05.2014;;;;;;;;
578;urvuaokj;D;46240;Leonberg;;9;;;;;;;21.10.2013;;;;;;;;
579;nrhnpxnadallc;D;46240;Großhabersdorf;;9;;;;;;;07.06.2010;;;;;;;;
580;yohwch;D;24534;Urbach;;1.001;;;;;;;18.02.2015;;;;;;;;
583;pn;D;37073;Offenbach;;1.001;;;;;;;;;;;;;;;
584;fvbw;D;34128;Wermelskirchen;;1.001;;;;;;;02.12.2009;;;;;;;;
586;qnqwlxxufvwrfb;D;34121;Ludwigshafen;;1.001;;;;;;;;;;;;;;;
587;frhuiewgjaqmvtzhxv;D;70563;Weinheim;;1.001;;;;;;;;;;;;;;;
588;bzfxdlircmbwjckt;D;34233;Viernheim;;1.001;;;;;;;;;;;;;;;
589;gfft;D;37345;Dormagen;;1.001;;;;;;;;;;;;;;;
590;ubuzouopppnm;D;34125;Fürstenberg;;1.001;;;;;;;;;;;;;;;
591;dcxituptq;D;37073;Bürstadt;;1.001;;;;;;;;;;;;;;;
592;ddxdlldh;D;37075;Warburg;;1.001;;;;;;;;;;;;;;;
593;ypoai;D;37412;Kirchheim;;1.001;;;;;;;;;;;;;;;
594;gjotey;NL;1251;Pirna;;1.001;;;;;;;;;;;;;;;
595;yllbaszvbib;D;12047;Wuppertal;;1.001;;;;;;;;;;;;;;;
596;ykfdilzxlcxhykeobf;D;67655;Mönchengladbach;;1.001;;;;;;;;;;;;;;;
597;sfvlgywjdxq;D;67165;Bad Harzburg;;1.001;;;;;;;;;;;;;;;
598;tr;D;67071;Recklinghausen;;1.001;;;;;;;24.04.2015;;;;;;;;
599;aaeployvpeii;D;67117;Quakenbrück;;1.001;;;;;;;27.10.2010;;;;;;;;
600;an;D;67549;Weißwasser;;1.001;;;;;;;;;;;;;;;
601;ml;D;76764;Bielefeld;;1.001;;;;;;;;;;;;;;;
602;z;D;6110;Berlin-Luisenstadt;;1.001;;;;;;;;;;;;;;;
604;jblydygum;D;12161;Munster;;1.001;;;;;;;;;;;;;;;
605;nktdjllrmprh;D;76332;Asperg;;1.001;;;;;;;;;;;;;;;
606;knirhgycjnji;D;76135;Iserlohn;;1.001;;;;;;;;;;;;;;;
607;rdninezadvyrx;D;27367;Brake;;15;;;;;;;25.07.2013;;;;;;;;
608;iriyrtuld;D;40239;Landau;;9;;;;;;;15.12.2009;;;;;;;;
610;xrclzf;D;90431;Stuttgart;;10;;;;;;;10.03.2014;;;;;;;;
611;ptgm;D;53340;Gau-Algesheim;;1.001;;;;;;;;;;;;;;;
612;juxixtdrebegd;D;53332;Vetschau;;14;;;;;;;;;;;;;;;
613;vjypu;D;53125;Neu-Ulm;;1.001;;;;;;;;;;;;;;;
614;nkeqninidqyizufdo;D;53879;Göttingen;;1.001;;;;;;;;;;;;;;;
615;lhfpr;D;33098;Wiesbaden;;1.001;;;;;;;;;;;;;;;
616;iimzqibbmajh;D;33102;Ingolstadt;;1.001;;;;;;;;;;;;;;;
617;jaldevuzmdfibezil;D;33165;Bonn;;1.001;;;;;;;;;;;;;;;
619;mdswrla;D;24601;Düsseldorf;;1.001;;;;;;;;;;;;;;;
620;paeozppwblaru;D;54293;Baabe;;1.001;;;;;;;;;;;;;;;
621;io;D;23556;Bedburg-Hau;;1.001;;;;;;;;;;;;;;;
622;s;D;6667;Duisburg;;44;;;;;;;12.11.2009;;;;;;;;
623;gklimjfgtm;D;6120;Buchenberg;;44;;;;;;;05.11.2014;;;;;;;;
624;onpjd;D;6449;Rheinfelden;;44;;;;;;;18.11.2009;;;;;;;;
625;zybiylgxjkarzwlf;D;6449;Tutzing;;44;;;;;;;18.11.2009;;;;;;;;
626;hjbzc;D;6449;Bremen;;44;;;;;;;18.11.2009;;;;;;;;
627;abdfevnusyvladd;D;6449;Nortrup;;44;;;;;;;18.11.2009;;;;;;;;
628;eyapxumyj;D;6449;Rees;;44;;;;;;;18.11.2009;;;;;;;;
629;bo;D;6449;Springe;;44;;;;;;;18.11.2009;;;;;;;;
630;ajyfgrponobn;D;6449;Chemnitz;;44;;;;;;;18.11.2009;;;;;;;;
631;jfz;D;4299;Frauenau;;44;;;;;;;25.11.2009;;;;;;;;
633;xywkvmuxq;D;1561;Dresden;;44;;;;;;;10.09.2010;;;;;;;;
634;coovizypknjgv;D;9509;Wörth-Hörlkofen;;1.001;;;;;;;;;;;;;;;
637;cuqrkuqpcpzq;D;54293;Heilbronn;;1.001;;;;;;;;;;;;;;;
638;hvowrx;D;13086;Kirchlengern;;1.001;;;;;;;;;;;;;;;
639;gxtikzwkwyc;D;63225;Berlin;;1.001;;;;;;;;;;;;;;;
640;epo;D;98617;Dortmund;;1.001;;;;;;;;;;;;;;;
641;aer;IN;10400;Forchheim;;7.001;;;;;;;;;;;;;;;
643;qrn;D;65189;Steinach/Thür.;;7;;;;;;;27.05.2013;;;;;;;;
644;c;D;13086;Bayreuth;;1.001;;;;;;;;;;;;;;;
646;clwhkiphnhledpy;D;54293;Bassum;;1.001;;;;;;;;;;;;;;;
647;hugarfp;D;31789;Strobl;;1.001;;;;;;;23.02.2010;;;;;;;;
649;kcfwg;D;51503;Koblenz;;16;;;;;;;10.04.2014;;;;;;;;
651;bkcnvvdcsugfxs;D;50999;Bad Neustadt;;14;;;;;;;08.12.2010;;;;;;;;
652;qhhbsg;D;98701;Mannheim;;1.001;;;;;;;02.02.2010;;;;;;;;
653;hpexlpaaotkujrgmu;D;50354;Laboe;;1.001;;;;;;;30.06.2011;;;;;;;;
654;hwcccxt;D;41468;Berlin;;9;;;;;;;14.04.2014;;;;;;;;
655;hzsrljkhw;D;65719;Ramat Gan;;7;;;;;;;12.08.2010;;;;;;;;
656;zwbbkv;D;65719;Heidelberg;;92;;;;;;;25.01.2010;;;;;;;;
657;fpdlfkzu;D;90419;Tecklenburg;;92;;;;;;;12.05.2010;;;;;;;;
658;vqwnxsxyvbisvrz;D;84453;Merzig;;1.001;;;;;;;;;;;;;;;
659;titqfqpimcbizgiuf;D;84539;Berlin;;1.001;;;;;;;;;;;;;;;
660;sewquhx;D;84544;Berlin;;1.001;;;;;;;;;;;;;;;
661;jj;D;84518;Dessau;;1.001;;;;;;;;;;;;;;;
662;jukwuinh;D;84453;Immenhausen;;1.001;;;;;;;;;;;;;;;
663;pvlarvbmxvwxnj;D;84524;Korbach;;1.001;;;;;;;18.11.2010;;;;;;;;
664;qlzmuzuxgihmifyji;D;84513;Bielefeld;;1.001;;;;;;;;;;;;;;;
665;zedxquozq;D;84478;Bad Laasphe;;1.001;;;;;;;;;;;;;;;
666;mevj;D;84478;Baesweiler;;1.001;;;;;;;;;;;;;;;
667;bpldevhsparayypz;D;84478;Freital;;1.001;;;;;;;;;;;;;;;
668;huvmq;D;84543;Ludwigsburg;;1.001;;;;;;;;;;;;;;;
669;ilcrbxjxzyxqtkzeua;D;84453;Bergheim;;1.001;;;;;;;;;;;;;;;
670;oiiilzgmdrrlf;D;84453;Rosdorf;;1.001;;;;;;;30.11.2010;;;;;;;;
671;oqgakfjewmejamxkid;D;84513;Bad Laasphe;;1.001;;;;;;;;;;;;;;;
673;rhckmah;D;12047;Köln;;1.001;;;;;;;;;;;;;;;
674;girmvayzg;D;49163;Osnabrück;;8;;;;;;;28.01.2010;;;;;;;;
675;luhlcaoiompldxft;D;;Rosbach v. d. H.;;7;;;;;;;15.06.2010;;;;;;;;
676;jpvspvohdtvhqukf;D;4103;Leipzig;;44;;;;;;;07.10.2010;;;;;;;;
679;iugytixsvzkzcnunn;D;61197;Nuthetal;;1.001;;;;;;;;;;;;;;;
681;qvdbpikdoydzvrdepg;D;60322;Vogt;;7;;;;;;;01.02.2010;;;;;;;;
682;khpcfnjzmmocrst;D;63065;Bonn;;7;;;;;;;22.05.2013;;;;;;;;
684;dvcblhgwqoz;;;Darmstadt;;;;;;;;;;;;;;;;;
685;bodjd;D;27711;Landshut;;1.001;;;;;;;22.06.2010;;;;;;;;
686;qqbhmskpyw;D;27793;Bedburg;;1.001;;;;;;;22.06.2010;;;;;;;;
687;kwpa;D;28199;Wiesbaden;;1.001;;;;;;;;;;;;;;;
688;sczdlqprbmmnostcj;D;28844;Bad Windsheim;;1.001;;;;;;;;;;;;;;;
689;funklatrsmxltv;D;67583;Neumünster;;1.001;;;;;;;;;;;;;;;
690;nyidlaal;D;65719;München;;1.001;;;;;;;;;;;;;;;
692;iidwtqabnoghg;D;55131;Leipzig;;1.001;;;;;;;;;;;;;;;
693;hthvzmhndbcivijn;D;65578;Frankfurt;;1.001;;;;;;;;;;;;;;;
694;cbqhczfidmm;D;65795;Kiel;;1.001;;;;;;;;;;;;;;;
695;uigrnv;D;65795;Köln;;1.001;;;;;;;;;;;;;;;
696;sbqjctaevmwdmoszne;D;65795;Ilsfeld;;1.001;;;;;;;;;;;;;;;
697;xyzygoioyyuclrxmsi;D;65795;Keltern;;1.001;;;;;;;;;;;;;;;
698;rkosgbpmvc;D;55428;Wolfenbüttel;;1.001;;;;;;;;;;;;;;;
699;khavq;AU;;Harsewinkel;;7.001;;;;;;;;;;;;;;;
701;nrhcjioksqeeh;D;38100;Berlin;;1.001;;;;;;;;;;;;;;;
703;tnzmeyixeszitsbij;D;44287;Nattheim;;1.001;;;;;;;20.12.2012;;;;;;;;
704;hisa;D;56242;Fahrenzhausen;;1.001;;;;;;;;;;;;;;;
706;sw;D;25436;Grünwald;;1.001;;;;;;;;;;;;;;;
707;unxljmuizalg;D;8606;Halberstadt;;1.001;;;;;;;;;;;;;;;
708;gxko;D;79594;Augsburg;;3;;;;;;;04.05.2010;;;;;;;;
710;e;D;37186;Eppstein;;11;;;;;;;08.03.2013;;;;;;;;
712;envkbgqabjm;D;;Praha 9 / Tsch. Republik;;9;;;;;;;20.12.2012;;;;;;;;
713;mgfjpwymbpknshsigh;D;25499;Hannover;;1.001;;;;;;;02.03.2012;;;;;;;;
714;veucfgfeubyyl;D;25436;Brooklyn, NY;;1.001;;;;;;;;;;;;;;;
716;jtnqjrqtscpotfou;D;57647;Ulm;;14;;;;;;;22.02.2010;;;;;;;;
717;aagcihy;D;79539;Wallerfangen;;3;;;;;;;23.02.2010;;;;;;;;
718;rztqegkkgdonyq;D;79539;Berlin;;3;;;;;;;23.02.2010;;;;;;;;
719;mpvapzxxeuh;D;6347;Leverkusen-Wiesdorf;;44;;;;;;;05.11.2010;;;;;;;;
723;pbyjo;D;79189;Güstrow;;1.001;;;;;;;19.02.2015;;;;;;;;
724;wchvsy;D;40591;Wiesbaden;;9;;;;;;;01.03.2012;;;;;;;;
726;sehvzxyiryylfrf;D;45355;Herford;;16;;;;;;;14.04.2014;;;;;;;;
727;pgc;D;45130;Berlin;;16;;;;;;;23.05.2011;;;;;;;;
728;kwhfrzcuibduk;D;65183;Ratingen;;7;;;;;;;27.05.2013;;;;;;;;
729;vrjiciylsrlwzwfrl;D;72379;Karlstein;;3;;;;;;;04.03.2010;;;;;;;;
730;zlxbhdbtta;D;67227;Hof;;1.001;;;;;;;;;;;;;;;
731;umscwrxontghfqyfu;D;69151;Dommitzsch;;1.001;;;;;;;;;;;;;;;
732;cmnznbbrlwp;PL;172;Nastätten;;7.001;;;;;;;;;;;;;;;
733;neow;PL;60594;Hamburg;;7.001;;;;;;;;;;;;;;;
734;tvbawdwkil;D;50129;Eisenberg;;9;;;;;;;08.03.2010;;;;;;;;
735;ayjkhbtxwa;D;50129;Berlin;;9;;;;;;;08.03.2010;;;;;;;;
736;zkqdddub;D;;Pfullendorf;;1.001;;;;;;;;;;;;;;;
737;nckgsd;D;66119;Leverkusen;;1.001;;;;;;;;;;;;;;;
739;xhcqjlybafpokyb;D;30625;Kazan;;1.001;;;;;;;;;;;;;;;
741;hwjpteqnhdb;D;38108;Seeheim-Jugenheim;;1.001;;;;;;;;;;;;;;;
742;aaolchjveaqos;D;87700;Iserlohn;;1.001;;;;;;;;;;;;;;;
743;dgeglfzhllqqnwn;D;94051;;;1.001;;;;;;;;;;;;;;;
744;brcbqqrfom;D;79539;Schafflund;;1.001;;;;;;;;;;;;;;;
745;ykreys;D;22949;Katubedda, Moratuwa / Sri Lanka;;1.001;;;;;;;;;;;;;;;
746;b;D;64380;Uplengen;;1.001;;;;;;;;;;;;;;;
747;tpu;D;21614;Schwentinental;;1.001;;;;;;;;;;;;;;;
748;hnkb;D;51375;Marsberg;;9;;;;;;;26.06.2012;;;;;;;;
749;l;D;54295;Schmelz-Hüttersdorf;;14;;;;;;;10.03.2010;;;;;;;;
751;ejedkgqrnkch;D;6366;Meppen;;44;;;;;;;12.03.2010;;;;;;;;
752;hrc;D;72764;Wiesbaden;;3;;;;;;;16.03.2010;;;;;;;;
753;mfetwxtoffrxx;D;72764;Lauterbach;;3;;;;;;;16.03.2010;;;;;;;;
755;zky;D;84453;Regensburg;;1.001;;;;;;;18.09.2014;;;;;;;;
756;rm;D;24937;Bergisch Gladbach;;1.001;;;;;;;24.09.2012;;;;;;;;
757;lllczl;D;78462;Wittstock;;3;;;;;;;18.03.2010;;;;;;;;
759;mulkay;D;79576;Weyhe;;3;;;;;;;18.02.2015;;;;;;;;
760;kzrjrwlmaf;D;51789;Sankt Augustin;;1.001;;;;;;;;;;;;;;;
761;ajusbxyow;D;72622;Untermeitingen;;3;;;;;;;22.03.2010;;;;;;;;
762;bdbwhrfmomjqejtyn;D;41179;Ammerbuch;;1.001;;;;;;;;;;;;;;;
